开课院系,课程号,课序号,课程名,学分,主讲教师,本科生课容量,本科生课余量,研究生课容量,上课时间,掉课率
马克思主义学院,80680143,0,公民与道德教育专题研究,3,吴俊,0,0,10,"5-2(3-12周),5-1(3-12周)",46.6460196853009
马克思主义学院,80680303,0,马克思主义哲学前沿问题研究,3,王代月,5,2,25,3-2(1-15周),16.54358956883962
马克思主义学院,80680322,0,国外马克思主义经典文献精读,2,刘恩至,0,0,25,5-2(1-10周),39.03649536629331
马克思主义学院,80680373,0,中共党史文献研读（2）,3,夏清,0,0,40,4-2(全周),41.922989764549676
人文学院,80690193,0,中俄关系史文献研读,3,王奇,0,0,13,2-6(全周),46.9459699867285
人文学院,80690233,0,证明论,3,俞珺华,10,5,15,"2-4(全周),2-3(全周)",16.697715778085396
人文学院,80690283,0,古藏文文献与西藏历史研究,3,沈卫荣,0,0,20,"2-6(后八周),2-4(后八周…",44.81984387528771
人文学院,80690303,0,拉丁语阅读与翻译,3,张弢,20,13,20,4-2(全周),13.763686748217872
人文学院,80690493,0,汉藏佛学比较研究导论,3,沈卫荣,0,0,15,"1-6(后八周),3-6(后八周)",41.58069112439896
人文学院,80690563,0,汉语词汇专题研究,3,邱冰,0,0,20,"4-2(前八周),1-2(前八周)",34.91736271047449
人文学院,80690613,0,英国经验论,3,JIANG Y…,10,9,20,"5-4(全周),5-3(全周)",16.46652932832233
人文学院,80690653,0,现代思想与现代视觉艺术,3,汪民安,0,0,20,3-6(全周),32.802184269835294
人文学院,80690692,0,基础巴利语（上）,2,吴娟,15,4,25,2-6(全周),19.350150930652724
人文学院,80690733,0,行动哲学,3,TANG H…,5,1,15,4-2(全周),18.27990915525864
人文学院,80690822,0,康德的道德哲学,2,HOFFE…,5,3,30,"3-3(后八周),1-3(后八周)",13.321617756933932
人文学院,80690833,0,20世纪中西文学思潮比较专题,3,熊鹰,0,0,15,3-2(全周),30.34107458912495
人文学院,80690882,0,科学物质文化研究,2,王哲然,0,0,15,5-2(全周),41.387796829753086
人文学院,80690923,0,《通典》研究,3,顾涛,3,0,15,4-6(全周),31.575969012938593
人文学院,80691023,0,世界历史中的城市与国家,3,吕昭,0,0,15,2-6(全周),40.88798033167208
人文学院,80691033,0,全球史前沿：帝国,3,宋念申,0,0,15,3-2(全周),32.24832825806012
人文学院,80691103,0,科学史编史学,3,吴国盛,0,0,20,2-6(全周),40.66310793082337
人文学院,80691113,0,中国近现代医疗社会史研究,3,沈宇斌,0,0,20,"1-4(全周),1-3(全周)",49.84247871746277
人文学院,80691163,0,黑格尔与马克思经典研读（2）,3,陈浩,10,10,20,2-6(全周),19.286782048048956
人文学院,80691173,0,科学博物馆学与科学传播,3,刘骁,0,0,15,"5-4(全周),5-3(全周)",43.004563196763485
人文学院,80691183,0,尼采与中国,3,范佳妮,10,7,15,"2-4(全周),2-3(全周)",15.324296024382061
人文学院,80691193,0,古典文明比较,3,Rens Kri…,10,0,15,3-2(全周),32.643689260630914
社科学院,80700212,0,中国与发展中国家,2,唐晓阳,0,0,28,1-6(全周),35.48395021870955
社科学院,80700293,0,青少年社会工作,3,蔡鑫,0,0,15,"7-6(双周),7-5(双周),7-4…",32.61353435903525
社科学院,80700423,0,社会工作伦理,3,陈洪涛,0,0,20,"7-3(双周),7-2(双周),7-1…",49.88652751106416
社科学院,80700492,0,国际关系实证分析,2,孙学峰,0,0,38,5-3(全周),35.98749849645988
社科学院,80700523,0,恐怖主义及其治理,3,吴大辉,0,0,30,"2-4(全周),2-3(全周)",31.200319150344132
社科学院,80700673,0,政务大数据应用与分析,3,孟天广,0,0,45,3-2(全周),46.8664139339959
社科学院,80700681,0,创意精英与决策分析 （下）,1,唐晓阳,0,0,30,5-6(双周),45.7948842556935
心理系,80700713,0,积极心理学,3,彭凯平,0,0,60,"7-4(5-7周),7-3(5-7周),7…",40.2967686016368
社科学院,80700851,0,政策实践 (一),1,唐晓阳,0,0,30,(前八周),48.96288163277118
心理系,80700963,0,数据与决策,3,钱静,0,0,15,4-2(全周),44.062303316196484
社科学院,80700982,0,中西政治理论比较研究,2,任剑涛,0,0,10,"3-2(前八周),3-1(前八周)",43.92721211859776
心理系,80700993,0,临床心理与咨询见习,3,刘丹,0,0,8,3-2(全周),38.92204920396199
社科学院,80701083,0,应用计量经济学,3,孙震,4,1,26,3-6(全周),16.85326237628597
社科学院,80701172,0,中东的战争与变革,2,佘纲正,13,7,15,2-4(全周),12.589729038071502
社科学院,80701222,0,奥林匹克与国际体育研究,2,胡孝乾,0,0,50,3-2(全周),41.8062449553477
社科学院,80701243,0,经济史研究专题,3,龙登高,8,6,20,4-2(全周),15.718240789711782
社科学院,80701333,0,当代中国地方治理研究,3,杨雪冬,0,0,30,"2-4(全周),2-3(全周)",37.56790417056958
社科学院,80701362,0,经济科学与政策模型创新,2,谢丹夏,15,12,30,1-6(全周),12.65526622450458
社科学院,80701392,0,政府与市场经济学,2,李稻葵,0,0,60,"2-4(1-11周),2-3(1-11周)",49.55152574081332
心理系,80701413,0,认知与智能,3,弭元元,0,0,20,2-2(全周),43.34796930395268
社科学院,80701422,0,内战研究,2,陈冲,0,0,25,"1-4(前八周),1-3(前八周)",30.96271345284571
社科学院,80701552,0,跨大西洋关系：历史和议题,2,石岩,0,0,20,3-2(全周),31.42795996742697
社科学院,80701562,0,科学、技术与国际关系,2,董汀,0,0,20,2-2(全周),43.46104116608604
社科学院,80701632,0,数字经济基础与前沿,2,谢丹夏,15,11,30,2-3(全周),15.976530237516819
社科学院,80701682,1,自然资源、环境与国际关系,2,李彬,0,0,25,3-4(全周),36.92117442810955
社科学院,80701682,2,自然资源、环境与国际关系,2,李彬,0,0,18,2-4(全周),32.228174895228484
社科学院,80701693,0,中国思想、复杂社会与社会计算,3,罗家德,0,0,20,"2-2(前八周),2-1(前八周)",37.68117331414884
社科学院,80701703,0,东亚国际关系史,3,王敏钊,0,0,20,4-2(全周),41.6486897679068
心理系,80708012,1,高级心理测量,2,钱静,0,0,20,"5-2(后八周),5-1(后八周)",38.51782456411859
心理系,80708012,2,高级心理测量,2,钱静,0,0,30,"6-2(3-4周),6-1(3-4周),7…",31.201087121738354
社科学院,80708222,0,奥林匹克营销,2,张冰,0,0,50,5-6(全周),39.976599339229224
美术学院,80800052,200,服装创新设计,2,李薇,0,0,25,"4-5(6,10周),4-4(6,10周…",48.454692685960836
美术学院,80800062,0,服装综合造型研究,2,臧迎春,0,0,30,"2-3(3-6周),4-1(3,5周),4…",38.13373647668055
美术学院,80800092,0,色彩设计,2,李莉婷,0,0,10,"1-4(3-6周),4-2(3-6周),1…",38.5886829884717
美术学院,80800111,0,民间陶瓷研究,1,邱耿钰,0,0,10,"5-4(1-4周),5-3(1-4周)",30.248327783493938
美术学院,80800251,0,品牌传播与设计,1,马泉,0,0,20,"6-4(11-12周),6-3(11-12…",36.80463537550751
美术学院,80800262,0,视觉传达设计跨媒介研究,2,陈磊,0,0,20,"5-4(9-12周),5-3(9-12周…",46.21824846952397
美术学院,80800272,0,书籍设计,2,王红卫,0,0,20,"1-4(13-16周),1-3(13-16…",33.19666795241842
美术学院,80800272,200,书籍设计,2,王红卫,0,0,30,"1-2(4-5周),2-5(4周),1-1…",41.65561083424253
美术学院,80800302,0,信息、交互与创新设计,2,吴琼,0,0,20,"2-2(9-12周),2-1(9-12周…",39.288862646211626
美术学院,80800352,0,可持续设计理论与实践,2,刘新,0,0,40,"1-4(前八周),1-3(前八周)",46.65734313051539
美术学院,80800532,0,设计价值与体验,2,鲁晓波,0,0,20,"1-4(13-16周),1-3(13-16…",45.18585052769535
美术学院,80800582,0,服务设计专题研究,2,付志勇,0,0,30,"2-3(1-4周),5-4(1-4周),5…",41.978683145450105
美术学院,80800652,0,玻璃艺术,2,关东海,0,0,20,"5-4(5-8周),5-3(5-8周),2…",41.782462277675876
美术学院,80800662,0,金属艺术,2,周尚仪,0,0,15,"2-3(1-4周),5-4(1-4周),5…",37.86885513942073
美术学院,80800702,0,中国画笔墨情趣研究,2,王巍,0,0,20,"1-4(7-8周),1-3(7-8周),3…",48.28028941801793
美术学院,80800872,0,丝网版画,2,文中言,0,0,12,"5-4(12-14周),3-4(12-13…",38.652983578007955
美术学院,80800882,200,传统手工技艺创新设计研究,2,陈燕琳,0,0,30,"5-4(1-4,8-9周),6-4(1-2…",30.92457221294517
美术学院,80800942,0,汉唐宋元文化史文献讲读,2,李静杰,0,0,30,"6-2(前八周),6-1(前八周)",43.48775058305212
美术学院,80800982,0,西方现当代美术研究,2,张敢,0,0,30,"1-4(后八周),1-3(后八周)",31.29434654128239
美术学院,80801022,0,服务设计与创新,2,王国胜,0,0,20,"6-4(13-16周),6-3(13-16…",31.542549070031964
美术学院,80801042,0,大画幅摄影实践与研究,2,冯建国,0,0,15,"3-4(9-12周),3-3(9-12周…",40.741877155806435
美术学院,80801052,0,信息技术前沿与设计应用,2,徐迎庆,0,0,25,"1-4(5-8周),1-3(5-8周),5…",31.08442914351903
美术学院,80801062,0,中古时期中国与周边地区文明,2,李静杰,0,0,30,"6-4(前八周),6-3(前八周)",35.07854888528689
美术学院,80801132,0,科普产品设计研究,2,张雷,0,0,30,"1-4(1-4周),1-3(1-4周),3…",35.156136123287446
美术学院,80801142,0,科普展示设计研究,2,范寅良,0,0,30,"1-2(1-4周),1-1(1-4周),3…",45.952705401890235
美术学院,80801152,0,交互展示设计研究,2,张烈,0,0,30,"1-1(9-12周),4-2(9-12周…",31.43476153038411
美术学院,80801174,0,艺术管理研究与实践,4,章锐,0,0,20,"3-4(全周),3-3(全周)",34.759081401592766
美术学院,80801292,0,雕塑形态研究,2,陈辉,0,0,15,"3-4(5-8周),3-3(5-8周),5…",48.600241982979114
美术学院,80801322,0,家具设计实践研究,2,于历战,0,0,20,"1-4(13-16周),1-3(13-16…",44.224827045200875
美术学院,80801333,0,世界现当代陶艺理论及创作,3,白明,0,0,10,"3-3(12-15周),5-4(12-15…",42.03745696674646
美术学院,80801422,0,重彩绘画语言表现与研究,2,叶健,0,0,15,"1-3(1-2周),3-4(1-2周),3…",33.840514895226036
美术学院,80801513,0,间接表达——版画本体语言,3,付斌,0,0,10,"2-3(10-12周),1-4(10-12…",39.670796766892806
美术学院,80801572,0,中国传统文化中的生态观,2,黄艳,0,0,30,"3-4(5-8周),3-3(5-8周),5…",32.839137850777355
美术学院,80801672,0,艺术管理学原理,2,谢伟,0,0,20,"2-4(后八周),2-3(后八周)",32.35427843943994
美术学院,80801842,0,手工纸媒介艺术实践,2,原博,0,0,12,"4-1(9-10周),1-2(9-10周…",43.36973794842477
美术学院,80802042,0,面向设计应用的人工智能基础,2,焦阳,0,0,30,"1-4(1-4周),1-3(1-4周),3…",82.34143270043727
美术学院,80805003,0,专业实践(1),3,张月,0,0,30,"6-4(1-4周),6-3(1-4周),3…",46.322834572443156
美术学院,80805012,0,交互艺术设计研究,2,师丹青,0,0,25,"2-4(后八周),2-3(后八周)",40.57728234945667
美术学院,80807012,0,艺术设计方法研究,2,唐林涛,0,0,100,"3-4(9-12周),3-3(9-12周…",35.63027929844549
建管系,80910022,0,工程项目环境影响评价,2,李小冬,0,0,25,4-6(1-11周),31.238185527957068
建管系,80910062,0,房地产投资项目评估与案例研究,2,刘洪玉,0,0,20,2-2(全周),31.541266785073432
建管系,80910152,0,房地产投资,2,吴璟,0,0,20,"5-4(后八周),5-3(后八周)",37.23847470086858
建管系,80910263,0,定量分析理论、技术与工具,3,陈嘉宇,0,0,25,3-2(全周),34.48099577430557
安全学院,80930013,200,灾害模拟与仿真,3,张辉,0,0,40,"6-4(2,4,6周),6-3(2,4,6…",41.76748873752729
安全学院,80930022,0,人员疏散与个体防护技术,2,翁文国,20,18,30,2-1(全周),15.726400891734652
安全学院,80930071,200,应急演练设计与推演,1,王飞,0,0,30,"7-4(5周),7-3(5周),7-2(5…",31.021652510284728
心理系,80950022,0,脑影像数据分析,2,严超赣,25,14,90,5-4(全周),15.618461053062296
卫健学院,80960003,0,全球尺度下的环境健康问题,3,底骞,0,0,30,"2-4(全周),2-3(全周)",34.16280042176622
卫健学院,80960092,0,公共卫生伦理学,2,李志徽,0,0,20,(前八周),32.646377597598516
卫健学院,80960152,0,公共卫生法学概论,2,张怡,0,0,30,1-2(全周),34.366760663944206
卫健学院,80960162,0,心理健康与公共卫生,2,陈润森,0,0,25,3-3(全周),43.058488119282316
卫健学院,80960212,0,健康行为学：理论、研究及应用,2,罗思童,5,2,20,3-2(全周),16.48411494604913
苏世民书院,80970061,0,财务报告与分析,1,Jake Cohen,0,0,60,(12-13周),45.962781552151434
苏世民书院,80970122,0,中外商业可持续发展领导力,2,KECK ELIZA…,0,0,40,"3-1(1-4,6-9周),1-1(1-4,…",38.14685019587814
苏世民书院,80970251,0,领导者的谈判技巧,1,JONES EMILY,0,0,60,(6-8周),31.388386102746747
苏世民书院,80974002,0,中国政治制度,2,孟天广,0,0,60,"2-1(1-4,6-9周),4-1(1-4,…",35.38094931714028
苏世民书院,80974222,0,公共组织领导力,2,VAN WA…,0,0,60,"2-1(1-4,6-9周),4-1(1-4,…",41.671869545058115
苏世民书院,80974251,0,清洁能源转型,1,David Sa…,0,0,60,(12-13周),31.267713978979323
苏世民书院,80974362,0,中国的科技政策与创新,2,SIMON…,0,0,60,"3-2(1-4,6-9周),1-2(1-4,…",42.044820634406896
苏世民书院,80974371,0,数字化社会与治理,1,CHEN S…,0,0,60,"3-5(10,12-13周),5-5(13…",34.25995622012432
苏世民书院,80974381,0,全球慈善,1,BERMAN…,0,0,60,"1-2(10-13周),1-1(10-13…",35.23167957022507
苏世民书院,80977051,0,比较视角下的中国崛起,1,WALDER…,0,0,60,"1-5(6-9周),3-5(6-9周)",40.40667574350101
苏世民书院,80977161,0,国际组织中的领导力实践（英）,1,Uther An…,0,0,60,"1-4(6-9周),3-4(6-9周)",32.96751579949684
苏世民书院,80977231,0,中国与其它发展中国家的关系,1,查道炯,0,0,60,"2-2(1-4,6-9周)",43.5102565940016
苏世民书院,80977242,0,网络安全与全球事务,2,CARR M…,0,0,60,"1-5(1-4,6-9周),3-5(1-4,…",43.987881775491985
核研院,81010052,0,资源管理与可持续发展前沿研究,2,张达,0,0,20,"3-2(前八周),3-1(前八周)",31.004389603758664
核研院,81010172,0,核反应堆热工设计,2,解衡,0,0,25,2-2(全周),47.58843859065925
核研院,81010202,0,高温气冷堆技术,2,李富,0,0,50,1-3(全周),36.88455011183595
核研院,81010232,0,核电厂系统及设备,2,李晓伟,0,0,30,1-6(全周),36.09153986645079
核研院,81010242,0,核电厂运行与控制,2,董哲,0,0,30,1-2(全周),32.08006818392912
核研院,81010272,0,能源材料化学,2,徐宏,0,0,25,5-3(全周),31.077515656189775
集成电路学院,81020023,0,微处理器结构与设计,3,胡杨,0,0,57,1-6(全周),31.035540080510412
集成电路学院,81020082,0,VLSI数字信号处理,2,刘雷波,0,0,40,1-3(全周),41.9964479722519
集成电路学院,81020162,0,集成微系统,2,王喆垚,0,0,50,4-1(全周),46.963539942564125
集成电路学院,81020172,0,电源管理集成电路,2,刘效森,0,0,47,1-1(全周),45.09950924205157
集成电路学院,81020172,200,电源管理集成电路,2,唐仙,0,0,40,"2-2(1-10,15周)",30.540108835808514
集成电路学院,81020182,0,异步电路设计,2,陈虹,0,0,30,2-3(全周),31.412675443226306
教研院,81030062,0,学位与研究生教育专题研究,2,王传毅,0,0,10,2-6(1-12周),47.51220334039912
教研院,81030122,0,高等教育哲学,2,石中英,0,0,20,4-2(全周),40.76587078398003
教研院,81030142,0,全球化与中国教育治理,2,罗燕,0,0,20,3-2(全周),43.849119194037584
教研院,81030202,0,教育大数据与学习行为分析,2,郭菲,0,0,20,3-6(全周),30.55470718195903
教研院,81030222,0,教育政策分析,2,王传毅,0,0,30,4-6(1-12周),30.919044549768387
教研院,81030242,0,未来教育与学习前沿,2,张羽,15,8,15,"1-3(1-10,16周),1-4(1-1…",12.475474935434175
教研院,81030282,0,习近平总书记教育重要论述,2,石中英,0,0,180,3-3(全周),48.52739573613003
教研院,81030292,0,工程人才创新能力发展,2,余继,0,0,20,2-3(全周),36.25129088339215
学生部,82070011,1,职业能力拓展训练,1,魏强强,0,0,40,2-3(前八周),46.496468340729066
学生部,82070011,2,职业能力拓展训练,1,张饶,0,0,40,2-4(前八周),34.5418412658947
学生部,82070011,200,职业能力拓展训练,1,潘瑞浩,0,0,40,5-4(后八周),47.4007395949842
学生部,82070011,3,职业能力拓展训练,1,张杨,0,0,40,2-4(后八周),38.986179861907985
图书馆,82558001,0,文献检索与论文写作,1,曾晓牧,0,0,40,2-4(3-8周),38.158255042065846
图书馆,82558001,201,文献检索与论文写作,1,杨余久,0,0,30,"5-4(1-6,8-9周)",38.20458833287552
图书馆,82558001,202,文献检索与论文写作,1,王智,0,0,36,4-2(后八周),41.40823795654488
图书馆,82558001,203,文献检索与论文写作,1,YIN ZHE…,0,0,20,3-1(后八周),49.74591926582013
图书馆,82558001,204,文献检索与论文写作,1,姜楠,0,0,60,"2-2(9-12周),2-1(9-12周)",49.21500320327747
图书馆,82558001,205,文献检索与论文写作,1,吴悠,0,0,40,"6-1(9,12-13,15周),6-2(…",39.894651574100536
图书馆,82558001,206,文献检索与论文写作,1,周栋,0,0,30,3-2(前八周),45.16534313019416
深研生院,82910183,200,新能源技术导论,3,王自强,0,0,25,5-2(全周),36.263419605800834
深研生院,82917052,200,信息与通信技术,2,董宇涵,0,0,30,2-2(全周),30.58262844564763
基础医学院,84000062,0,基因组学和生物信息学,2,蓝勋,5,0,25,"5-3(后八周),1-4(后八周)",36.398693212363256
医学院,84000153,0,心脏外科学,3,张明奎,0,0,10,5-6(全周),37.10321802269777
生医工程学院,84000212,0,神经工程原理,2,洪波,5,1,25,5-2(全周),19.86665550094571
医学院,84000262,0,妇产科学的进展,2,张蕾,0,0,10,2-5(全周),47.88393920185884
药学院,84000382,0,天然产物和药物分子设计与合成,2,唐叶峰,10,8,20,3-2(全周),14.16683515383681
国际研究生院,84000403,201,医学物理和物理治疗,3,何宏辉,0,0,50,3-2(全周),44.180655335312125
国际研究生院,84000403,202,医学物理和物理治疗,3,何宏辉,0,0,30,4-2(全周),35.83711139054095
国际研究生院,84000412,200,高端分析仪器,2,孙树清,0,0,30,"2-4(前八周),2-3(前八周)",30.982838153258488
国际研究生院,84000441,200,干细胞与再生医学进展,1,WU YAO…,0,0,30,"3-3(9-13周),3-4(9-13周)",42.20514203350681
生医工程学院,84000471,0,脑机接口与脑电信号处理,1,高小榕,5,0,10,3-2(前八周),37.76783061355481
基础医学院,84000532,0,病毒结构生物学概论,2,向烨,5,5,15,"2-2(后八周),4-2(后八周)",17.439639118427515
基础医学院,84000552,0,文献分析与批判性思维培养,2,DAVID C…,1,0,20,5-3(全周),35.11530843933719
医学院,84000583,0,血管外科学,3,李雷,5,5,10,"7-2(全周),7-1(全周)",18.363917090598306
医学院,84000593,0,腔内血管外科学进展,3,李雷,5,5,10,"7-4(全周),7-3(全周)",12.915312862179897
医学院,84000672,0,健康传播,2,陈梁,0,0,24,(全周),35.170743529180776
卫健学院,84000793,0,卫生事业管理,3,王思九,10,9,30,"1-4(前八周),1-3(前八周…",12.560100515393996
医学院,84000923,0,妇科肿瘤新进展,3,廖秦平,0,0,10,"3-6(全周),3-5(全周)",39.48584624053176
生医工程学院,84000933,0,现代数字信号处理,3,罗建文,0,0,20,1-2(全周),46.82778029420777
生医工程学院,84000963,0,微纳生物医学前沿,3,刘鹏,5,1,30,2-2(全周),11.479418515443426
医学院,84001003,0,实用呼吸生理学,3,叶京英,10,10,30,"4-4(全周),4-3(全周)",17.673256371235155
基础医学院,84001052,0,黏膜与区域免疫学,2,郭晓欢,5,0,20,"5-3(前八周),2-3(前八周)",43.19550182792976
基础医学院,84001142,0,光学显微成像基本原理,2,郭增才,8,8,16,"2-4(前八周),2-3(前八周)",11.107959887227661
卫健学院,84001183,0,医疗健康经济学与政策,3,冯润桓,0,0,60,(单周),33.29440969412751
卫健学院,84001203,0,全球视角下的环境健康问题,3,底骞,0,0,10,(前八周),35.92147560082458
医学院,84001281,0,临床麻醉高级监测,1,张欢,0,0,5,4-5(前八周),46.65897952672611
医学院,84001322,0,医学影像学进展,2,郑卓肇,0,0,20,"3-6(前八周),3-5(前八周)",35.287739715044765
医学院,84001353,0,微创外科的理论与实践,3,闫军,0,0,30,1-6(全周),48.93799706513762
医学院,84001442,0,生殖医学与产前诊断,2,谢兰,0,0,24,(全周),42.55538827056958
医学院,84007041,0,全科医学,1,王仲,0,0,5,(后八周),30.100361474773656
医学院,84007055,0,儿科学,5,晁爽,0,0,5,(全周),31.716097839895838
医学院,84007062,0,耳鼻咽喉科学,2,叶京英,0,0,5,(全周),39.00630304168343
医学院,84007072,0,传染病学,2,魏来,0,0,5,(全周),39.77393448400127
医学院,84007082,0,麻醉学,2,张欢,0,0,5,(后八周),47.76782987586839
医学院,84007093,0,中医学,3,冯兴中,0,0,5,(全周),30.156933292110843
医学院,84007102,0,精神病学,2,冯坤,0,0,5,(全周),41.73102964622484
医学院,84007111,0,口腔医学,1,吕娇,0,0,5,(后八周),30.20677080006876
医学院,84007122,0,急诊医学,2,陈旭岩,0,0,5,(全周),42.68740026408041
医学院,84007131,0,重症医学,1,陈旭岩,0,0,5,(全周),40.93615264112163
医学院,84007141,0,老年医学,1,张改改,0,0,5,(全周),37.88182538478176
医学院,84007151,0,康复医学,1,潘钰,0,0,5,(全周),40.165323332415745
医学院,84007175,0,呼吸系统,5,牟向东,0,0,17,(前八周),47.00730540174398
医学院,84007215,0,消化系统,5,任渝棠,0,0,17,(后八周),30.408517926697797
医学院,84007224,0,血液系统,4,李利红,0,0,17,(后八周),30.277331472860965
医学院,84007244,0,免疫与防御系统,4,赵邑,0,0,17,(后八周),30.7307157683945
医学院,84007256,0,循环系统,6,张萍,0,0,17,(前八周),38.29787923008661
药学院,84020042,0,药品监管和质量科学概述,2,杨悦,10,7,20,"1-2(前八周),1-1(前八周)",15.484712214061208
药学院,84020051,0,代谢组分析（代谢组学和代…,1,胡泽平,3,2,12,2-4(前八周),12.257751592981585
药学院,84020113,0,AI制药方法与实践,3,田博学,5,0,35,2-2(全周),89.54025427578762
药学院,84020132,0,合成生物学与医药应用,2,张数一,10,4,20,5-2(全周),17.456891363947005
生医工程学院,84030022,0,生物医学工程前沿动态讲座,2,廖洪恩,10,4,100,"1-4(后八周),1-3(后八周)",11.83101065965552
软件学院,84100062,0,软件项目管理,2,高跃,0,0,70,3-4(全周),40.56091330891459
软件学院,84100253,0,计算机辅助几何造型,3,雍俊海,0,0,25,"5-4(全周),5-3(全周)",84.99506496672788
软件学院,84100262,0,真实感渲染技术,2,徐枫,0,0,35,2-1(全周),45.505465622346335
软件学院,84100312,0,数据集成,2,宋韶旭,0,0,30,"2-4(前八周),2-3(前八周)",31.800935400757446
软件学院,84108022,0,企业IT架构管理,2,高跃,0,0,45,(前八周),49.993476397830854
软件学院,84108033,0,业务流程与资产管理,3,赵曦滨,0,0,45,(全周),42.03542023109597
网络研究院,84120012,0,下一代互联网及其安全,2,任罡,0,0,30,5-2(全周),47.26020192382802
网络研究院,84120022,0,网络入侵检测,2,王之梁,0,0,25,3-3(全周),46.23456292079092
网络研究院,84120042,0,网络路由协议及其安全,2,王旸旸,0,0,30,1-3(全周),46.69373873287582
网络研究院,84120062,0,公钥密码算法实现,2,樊海宁,0,0,20,4-2(全周),32.656439685567186
网络研究院,84120153,0,无线与移动网络安全,3,李元杰,0,0,20,3-2(全周),43.32161404289392
网络研究院,84120163,0,机器学习安全,3,邱寒,0,0,30,1-2(全周),92.44956321939021
网络研究院,84120222,0,云计算与大数据安全,2,王龙,0,0,30,5-4(全周),44.39236999840182
网络研究院,84120242,0,天地一体化网络及其安全,2,赖泽祺,0,0,30,5-3(全周),43.91988753586423
地区研究院,84130031,0,印度宗教研究,1,姜景奎,0,0,20,2-4(前八周),37.39350483096592
航发院,84150013,0,航空发动机控制与健康管理系统设计,3,HU JOH…,0,0,20,2-2(全周),35.57009287782242
航发院,84150033,0,航空发动机试验与测试技术,3,娄方远,0,0,20,1-2(全周),42.24562254057937
求真书院,84760022,0,双有理几何（2）,2,BIRKAR…,20,20,20,5-3(全周),14.559066722322319
求真书院,84760063,0,几何与拓扑专题,3,GUO HAO,20,14,20,1-2(全周),11.895080171624361
求真书院,84760073,0,代数与数论专题,3,刁晗生,20,15,20,3-2(全周),14.58166727093154
求真书院,84760094,0,复几何,4,FUTAKI AKI…,20,3,20,"3-4(全周),5-4(全周)",17.18045055242559
求真书院,84760113,0,概率论(2),3,吴昊,30,0,10,1-2(全周),40.70332307705565
求真书院,84760113,1,概率论(2),3,杨帆,30,8,10,4-2(全周),12.327880529549265
求真书院,84760133,0,流体力学,3,刘爽,20,19,20,1-6(全周),15.75457911605245
求真书院,84760144,0,机器学习理论,4,AVILES RI…,20,13,20,"3-3(全周),2-3(全周)",11.3765641310575
求真书院,84760153,0,分析与偏微分方程专题（1）,3,荆文甲,20,17,20,2-2(全周),16.39970767347095
求真书院,84760193,0,代数表示论,3,邱宇,20,16,20,"3-1(1-12周),1-4(1-12周)",13.87164352851046
求真书院,84760263,0,代数几何专题,3,DONOVAN…,20,17,20,4-2(全周),15.606208368289874
求真书院,84760314,0,卡茨-穆迪代数,4,Vlaar Bart…,20,17,20,"3-1(全周),2-4(全周)",16.983135237210238
求真书院,84760393,0,量子场论(2),3,RODINA LA…,20,9,20,5-2(全周),19.4613663877387
求真书院,84760424,0,数学物理专题,4,ALLEGRETTI…,20,17,20,"3-3(全周),2-3(全周)",13.27077683357323
求真书院,84760443,0,引力理论专题,3,ANDERSSON…,20,15,20,"2-4(全周),2-3(全周)",19.466437949986002
求真书院,84760473,0,分析力学,3,王军涛,20,20,30,4-2(全周),10.593691924870322
求真书院,84760563,0,量子物理,3,徐锋军,20,16,30,5-6(全周),19.102583441186063
求真书院,84760643,0,矩阵分析选讲,3,吴劲松,20,17,20,4-2(全周),19.41056774842908
求真书院,84760773,0,高性能计算与人工智能应用,3,甘霖,20,10,20,2-2(全周),15.12565384636983
求真书院,84760793,0,反问题的理论与应用,3,邱凌云,20,17,20,1-2(全周),10.432751473953184
求真书院,84760804,0,代数群,4,徐斌,20,12,20,"5-4(全周),2-1(全周)",12.156425612807222
求真书院,84760813,0,阿贝尔簇,3,盛茂,20,9,20,2-2(全周),18.126046243745826
求真书院,84760822,0,代数数论的问题与解决,2,SHIMIZU KOJI,20,14,20,5-1(全周),16.745429592355286
求真书院,84760842,0,岩泽理论,2,万昕,20,12,20,1-3(全周),18.624637096878615
求真书院,84760853,0,遍历论,3,PERES YUV…,20,10,20,4-2(全周),16.952182264565998
求真书院,84760862,0,李超代数,2,MCRAE RO…,20,17,20,5-1(全周),13.529184055399865
求真书院,84760873,0,伪全纯曲线简介,3,FUKAYA KE…,20,17,20,"2-1(1-12周),4-1(1-12周)",12.418736287503055
求真书院,84760883,0,弦理论II,3,张其明,20,12,20,3-6(全周),13.652290724279693
求真书院,84760893,0,应用代数拓扑（1）,3,吴杰,20,18,20,5-2(全周),10.007929313714603
求真书院,84760923,0,量子算法,3,刘锦鹏,20,7,20,2-6(全周),13.673391044190264
求真书院,84760933,0,机器智能,3,王雅晴,20,17,20,"1-4(全周),1-3(全周)",12.701945485612411
求真书院,84760943,0,自然语言理解,3,孙明明,20,13,20,5-2(全周),17.86948612279405
求真书院,84760953,0,电动力学,3,崔嵬,20,18,30,1-2(全周),16.800779173249772
求真书院,84760973,0,统计计算,3,吴宇楠,20,13,20,3-2(全周),15.728043443028652
求真书院,84760983,0,统计力学中的二聚体模型,3,RESHETIKHIN…,20,13,20,2-2(全周),18.820013838394747
求真书院,84761003,0,数理金融学,3,韩立岩,20,6,20,1-2(全周),12.903757300348012
