开课院系,课程号,课序号,课程名,学分,主讲教师,本科生课容量,本科生课余量,研究生课容量,上课时间,掉课率
建筑系,40020681,0,生态建筑学概论,1,宋晔皓,40,16,0,3-1(前八周),12.141727556374132
建筑系,40020960,1,综合论文训练,15,张利,7,0,0,"2-4(1-12周),5-2(1-12周…",39.686767265784525
建筑系,40020960,2,综合论文训练,15,刘念雄,6,0,0,"2-4(1-12周),5-2(1-12周…",38.47721911777393
建筑系,40020960,3,综合论文训练,15,程晓喜,6,0,0,"2-4(1-12周),5-2(1-12周…",41.34078409652386
建筑系,40020960,4,综合论文训练,15,周榕,6,0,0,"2-4(1-12周),5-2(1-12周…",47.08995356647484
建筑系,40020960,5,综合论文训练,15,秦岭,80,9,0,(全周),18.057729820152627
建筑系,40020960,6,综合论文训练,15,,15,15,0,(全周),11.040474368608162
建筑系,40020960,7,综合论文训练,15,,15,15,0,(全周),19.832103620743666
建筑系,40020960,8,综合论文训练,15,,15,15,0,(全周),13.989733786872119
建筑系,40020960,9,综合论文训练,15,康宁,15,10,0,(全周),19.65477662527638
建筑系,40021101,0,当代建筑设计理论,1,青锋,100,76,0,1-6(前八周),13.466618741151887
建筑系,40021381,0,乡土建筑学,1,罗德胤,30,19,0,3-2(前八周),16.106959005663473
建筑系,40021422,0,公共雕塑艺术,2,王青春,10,0,0,"6-2(1-6,9-14周),6-1(1-…",33.35709183215977
建筑系,40021494,1,设计专题,4,吕富珣,15,15,0,"2-4(1-12周),5-2(1-12…",19.617662162660242
建筑系,40021494,2,设计专题,4,卢向东,15,15,0,"2-4(1-12周),5-2(1-12…",19.443002859984404
建筑系,40021494,3,设计专题,4,尹思谨,15,15,0,"2-4(1-12周),5-2(1-12…",12.583797595113753
建筑系,40021494,4,设计专题,4,夏晓国,15,15,0,"2-4(1-12周),5-2(1-12…",15.343194739846425
建筑系,40021494,5,设计专题,4,邹欢,15,15,0,"2-4(1-12周),5-2(1-12…",10.50563593198344
建筑系,40021494,6,设计专题,4,饶戎,15,15,0,"2-4(1-12周),5-2(1-12…",16.478019117159597
土木系,40030352,0,建筑材料,2,李克非,35,16,0,1-4(全周),10.752922108341957
土木系,40030361,1,建筑材料实验,1,韩建国,33,15,0,1-2(后八周),13.671619153146846
土木系,40030361,3,建筑材料实验,1,韩建国,20,8,0,2-6(后八周),19.675820990636815
土木系,40030361,4,建筑材料实验,1,王俊杰,20,0,0,3-6(后八周),33.73154986971664
土木系,40030584,0,施工实习,4,杨述,15,3,0,(全周),12.358420701297383
土木系,40030700,0,综合论文训练,15,王强,90,6,0,(全周),16.446435597197862
土木系,40030762,0,交通信息与控制,2,李瑞敏,50,36,0,1-2(全周),14.879745110563647
土木系,40030782,0,桥梁工程,2,樊健生,75,49,0,3-1(全周),16.75991272100852
土木系,40030851,0,土木规划学,1,石京,20,15,0,1-3(前八周),12.342328046701086
土木系,40030902,0,建筑材料(英),2,李克非,35,0,0,2-4(全周),32.27111055515416
土木系,40030912,0,交通规划,2,李瑞敏,50,17,0,2-6(全周),12.153295712942306
土木系,40030961,1,卓越工程师培养：因材施教研讨课(4),1,樊健生,3,0,0,(全周),45.032646014801045
土木系,40030961,10,卓越工程师培养：因材施教研讨课(4),1,刘宇飞,2,0,0,(全周),40.51490410905986
土木系,40030961,14,卓越工程师培养：因材施教研讨课(4),1,丁然,2,0,0,(全周),49.732488891926124
土木系,40030961,2,卓越工程师培养：因材施教研讨课(4),1,陆新征,3,3,0,(全周),15.303624805419762
土木系,40030961,3,卓越工程师培养：因材施教研讨课(4),1,杨军,2,2,0,(全周),16.585530683750566
土木系,40031062,0,智能建造,2,郭红领,60,0,0,4-1(全周),40.065428732186426
土木系,40031122,0,钢结构原理与设计(英),2,班慧勇,20,18,0,4-2(全周),14.629087032963042
土木系,40031141,0,建设工程HSE管理,1,方东平,22,8,0,1-3(前八周),10.71823361085337
土木系,40031152,0,工程估价,2,李楠,30,6,0,3-4(全周),19.722807312353588
土木系,40031162,0,混凝土结构原理与设计,2,赵作周,32,17,0,1-4(全周),11.601787439675158
水利系,40040152,1,工程地质,2,徐文杰,130,7,0,2-2(全周),14.049076216469732
水利系,40040152,2,工程地质,2,徐文杰,40,16,0,2-6(全周),10.929837375480595
水利系,40040590,0,综合论文训练,15,李丹勋,100,12,0,(全周),16.42969182458104
水利系,40040753,1,水工建筑学,3,金峰,25,6,10,2-2(全周),17.291108786138285
水利系,40040753,2,水工建筑学,3,刘耀儒,25,1,0,2-2(全周),10.949504045436552
环境学院,40050013,1,环境工程微生物学,3,陆韻,38,13,0,2-4(全周),10.92548794545126
环境学院,40050013,2,环境工程微生物学,3,王慧,25,12,0,5-2(全周),18.58901683372358
环境学院,40050390,0,综合论文训练,15,岳东北,110,27,0,(全周),19.1399724688041
环境学院,40050424,1,固体废物处理处置工程(含实验),4,蒋建国,35,0,0,2-2(全周),47.636620274506654
环境学院,40050424,2,固体废物处理处置工程(含实验),4,岳东北,35,18,0,2-2(全周),13.641355870983709
环境学院,40050434,0,环境数据处理与数学模型,4,曾思育,50,27,0,"3-3(全周),1-2(全周)",12.405075137021248
环境学院,40050444,0,大气污染控制工程(含实验),4,王书肖,70,10,0,"3-1(全周),5-2(全周)",10.052255836977059
环境学院,40050455,1,水处理工程(含实验),5,黄霞,35,13,0,"3-2(全周),5-1(全周)",17.853694068331713
环境学院,40050455,2,水处理工程(含实验),5,左剑恶,35,6,0,"3-2(全周),5-1(全周)",19.2779215988865
环境学院,40050574,0,城市给水排水管道工程及设计,4,汪诚文,20,10,0,"3-3(全周),1-2(全周)",14.428818973248227
环境学院,40050712,0,海外交流学习,12,董欣,30,17,0,(全周),18.50523298606659
环境学院,40050752,0,低碳技术与管理,2,赵明,20,17,0,4-2(全周),10.004058244087567
环境学院,40050812,0,生物地球化学,2,段雷,38,17,0,1-6(全周),10.54955263234876
环境学院,40050822,0,水工艺设备、仪表与控制,2,张潇源,20,8,0,3-4(全周),17.792229107432817
环境学院,40050872,0,环境模拟实践,2,董欣,28,14,0,1-3(全周),17.618511044191457
机械系,40120272,0,机械系统计算机仿真,2,石伟,20,12,0,1-1(全周),18.960695449179525
机械系,40120420,0,综合论文训练,15,林智荣,130,27,0,(全周),15.423393637696105
机械系,40120632,0,特种加工,2,韩福柱,20,17,0,5-2(全周),17.968149492471444
机械系,40120663,0,机械材料学,3,张弓,25,5,0,5-2(全周),16.962508256276973
机械系,40120683,1,机械工程数值计算,3,瞿体明,25,3,0,5-2(全周),14.457279673508365
机械系,40120683,2,机械工程数值计算,3,方刚,35,9,0,4-2(全周),17.081774108132652
机械系,40120789,0,综合论文训练,9,林智荣,35,2,0,(全周),13.576154532551993
精仪系,40130630,0,综合论文训练,15,曹良才,25,2,0,(全周),14.962178014370409
精仪系,40130753,0,光电仪器设计,3,吴冠豪,20,5,0,2-2(全周),14.290933580608765
精仪系,40131242,0,信息光学,2,曹良才,25,12,0,1-3(全周),19.430251679288965
精仪系,40131252,0,自适应光学原理,2,黄磊,15,9,0,"3-4(前八周),1-1(前八周)",13.93602481406189
精仪系,40131360,0,综合论文训练,10,曹良才,50,3,0,(全周),11.733148885757622
能动系,40140600,0,综合论文训练,15,杨震,105,21,0,(全周),10.26821639602081
能动系,40140982,0,科技英语写作与表达,2,隋然,12,1,0,"3-3(后八周),5-3(后八周)",17.4961612012695
能动系,40140993,0,科学研究训练,3,杨斌,20,7,0,3-2(全周),14.675482426671131
能动系,40141053,0,动力机械与工程原理,3,顾春伟,58,16,0,3-2(全周),18.166796556150437
能动系,40141063,0,流体机械原理及设计,3,谭磊,35,2,0,"5-2(全周),2-3(全周)",18.898219065563328
能动系,40141072,1,自主研究探索课程(1),2,张衍国,32,21,0,2-3(全周),19.82779462401013
能动系,40141072,2,自主研究探索课程(1),2,刘树红,9,0,0,2-3(全周),35.75127485900412
能动系,40141072,3,自主研究探索课程(1),2,周会,9,3,0,2-3(全周),16.43325151398233
能动系,40141072,4,自主研究探索课程(1),2,张衍国,44,0,0,2-6(全周),35.603125056231775
能动系,40141072,5,自主研究探索课程(1),2,刘超,8,0,0,2-3(全周),31.874144016807843
能动系,40141092,0,能源物理,2,XIONG…,35,0,0,5-4(全周),41.553389592288696
能动系,40141152,1,自主研究探索课程(3),2,张建胜,15,0,0,1-6(全周),34.06530085227914
能动系,40141152,2,自主研究探索课程(3),2,薛亚丽,15,10,0,2-1(全周),10.678821539770873
能动系,40141152,3,自主研究探索课程(3),2,顾春伟,15,9,0,"1-3(前八周),4-1(前八周)",19.65962078886841
能动系,40141152,4,自主研究探索课程(3),2,蒋东翔,15,3,0,1-3(全周),10.340348433169734
能动系,40141152,5,自主研究探索课程(3),2,由长福,15,8,0,2-1(全周),19.828501424892032
能动系,40141152,6,自主研究探索课程(3),2,曹海山,15,0,0,2-1(全周),40.54624805540649
能动系,40141152,8,自主研究探索课程(3),2,麻林巍,18,0,0,1-3(全周),34.00912354632264
车辆学院,40150420,0,综合论文训练,15,王志,100,11,0,(全周),10.870850687183982
车辆学院,40150432,0,汽车构造(1),2,胡尊严,35,5,0,1-1(全周),17.38297802930625
车辆学院,40150461,0,汽车试验学(2),1,王文军,70,42,0,6-2(双周),16.73278435372277
车辆学院,40150582,0,智能交通系统,2,杨殿阁,30,0,0,3-3(全周),39.32297096915772
车辆学院,40150683,0,设计思维与产品设计战略,3,蒋红斌,20,9,0,1-6(全周),17.262042147558596
车辆学院,40150743,0,车用动力电池系统设计,3,李哲,30,23,5,3-2(全周),16.15100492091515
车辆学院,40150803,0,交通系统大数据分析与建模,3,王凯,30,7,0,4-6(全周),10.754822353294566
工业工程系,40160092,0,生产计划与控制,2,王飞帆,45,0,0,3-2(全周),44.9836301909506
工业工程系,40160130,0,综合论文训练,15,于瑞峰,100,35,0,(全周),17.925316869852644
工业工程系,40160423,0,物流网络系统规划,3,蔡临宁,35,15,0,4-2(全周),16.55069277834086
工业工程系,40160442,0,实验设计,2,王凯波,38,11,0,5-4(全周),13.50695639293535
工业工程系,40160522,0,国际物流（英）,2,白茜文,30,5,0,3-4(全周),14.115567296970095
工业工程系,40160632,0,需求与库存管理,2,黄四民,30,18,0,1-3(全周),11.795511046992269
统计系,40160733,90,应用时间序列分析,3,李东,240,137,0,3-6(全周),11.266239356133767
统计系,40160763,91,多元统计分析,3,邓婉璐,120,10,0,4-6(全周),18.461903804043637
统计系,40160763,92,多元统计分析,3,邓婉璐,120,93,0,"5-4(全周),5-3(全周)",14.064072595704664
统计系,40160793,90,实验设计和分析,3,周在莹,60,21,0,5-2(全周),11.32788533889545
统计系,40160803,91,线性回归分析,3,周在莹,90,26,0,"2-4(全周),2-3(全周)",19.558688390591417
统计系,40160803,92,线性回归分析,3,周在莹,90,24,0,3-2(全周),14.348107274347065
统计系,40160833,90,贝叶斯统计导论,3,邓婉璐,120,44,0,"2-4(全周),2-3(全周)",19.730201528331804
统计系,40160843,90,统计学习导论,3,俞声,60,25,0,3-2(全周),14.687641585559868
工业工程系,40160892,0,质量管理与质量控制,2,吴甦,35,4,0,2-2(全周),15.666461004677409
工业工程系,40160902,0,系统设计与管理,2,王琛,38,21,0,1-6(全周),16.524052482099474
工业工程系,40160912,0,领导与管理沟通,2,饶培伦,60,30,0,2-3(全周),14.571529621351374
工业工程系,40160923,90,动态规划与强化学习,3,张浚泷,40,0,0,2-6(全周),36.72585377709038
电机系,40220063,0,电力系统继电保护,3,董新洲,50,39,0,"5-3(后八周),2-2(全周)",12.869511644708815
电机系,40220590,0,综合论文训练,15,张品佳,30,24,0,(全周),17.019872048650594
电机系,40220653,0,信号与系统,3,郑竞宏,120,14,0,2-2(全周),11.903365619921045
电机系,40220732,0,电力传动与控制,2,肖曦,32,20,0,5-3(全周),13.371609615647575
电机系,40220951,0,继电保护实验课,1,董新洲,60,53,0,(后八周),18.314891700732186
电机系,40220972,0,电力系统可靠性评估与应用,2,程林,30,2,0,2-3(全周),19.70181183307007
电机系,40221012,0,现代配电系统分析,2,胡泽春,37,33,0,4-1(全周),15.018223333606343
电机系,40221033,0,电力系统预测技术,3,康重庆,60,23,0,1-2(全周),16.04863593745582
电机系,40221052,0,能量转化原理与技术,2,林今,60,1,0,3-1(全周),10.105516129974363
电机系,40221072,0,能源互联网导论,2,郭庆来,50,0,0,5-1(全周),46.67269638940304
电机系,40221131,0,工具软件使用,1,朱桂萍,100,0,0,(后八周),42.32565243402081
电机系,40221150,0,综合论文训练,10,张品佳,130,21,0,(全周),13.456911747930107
电子系,40230810,0,综合论文训练,15,李懋坤,253,5,0,(全周),18.5560547944361
电子系,40230810,1,综合论文训练,15,李懋坤,100,93,0,(全周),15.106171176681551
电子系,40230821,0,电磁场与微波实验,1,凌丹,290,28,0,(全周),18.493238122281927
电子系,40231103,0,语音信号处理,3,肖熙,50,34,0,3-6(全周),10.635191068004788
电子系,40231133,0,通信系统,3,宋健,100,85,0,"3-4(全周),3-3(全周)",10.882992689169612
电子系,40231193,0,信息网络原理与设计,3,牛志升,80,61,0,3-2(全周),10.357676256836058
电子系,40231203,0,光通信技术,3,陈明华,60,0,0,1-6(全周),30.25467281076976
电子系,40231212,0,智能机器人设计实践,2,段岳圻,30,0,0,1-3(全周),49.41636291407971
电子系,40231223,1,媒体与认知,3,王生进,160,0,0,4-2(全周),31.462955136045693
电子系,40231223,2,媒体与认知,3,彭良瑞,160,54,0,4-2(全周),10.195245000633513
电子系,40231233,0,通信系统专题设计,3,孙忆南,30,9,0,"5-4(全周),5-3(全周)",18.04382322912059
电子系,40231242,0,光电综合系统专题实验,2,马晓红,30,0,0,(全周),43.800888906198374
电子系,40231282,0,智能无人机技术设计实践,2,余金城,40,0,0,"6-2(全周),6-1(全周)",45.58252543857549
计算机系,40240062,0,数字图像处理,2,崔鹏,70,40,0,3-3(全周),13.08907336201143
计算机系,40240340,1,综合论文训练,15,,240,64,0,(全周),12.73711861089512
计算机系,40240340,2,综合论文训练,15,,30,22,0,(全周),15.110048704290984
计算机系,40240340,3,综合论文训练,15,,35,6,0,(全周),14.67641702497281
计算机系,40240392,0,多媒体技术基础及应用,2,孙立峰,50,34,0,2-3(全周),13.097950084371423
计算机系,40240422,0,计算机图形学基础,2,胡事民,180,10,0,2-1(全周),19.08901629401801
计算机系,40240443,1,计算机系统结构,3,汪东升,95,0,0,4-2(全周),82.09453072541258
计算机系,40240443,2,计算机系统结构,3,李兆麟,80,0,0,4-2(全周),91.83486231988988
计算机系,40240443,3,计算机系统结构,3,张广艳,80,47,0,4-2(全周),15.444362833604094
计算机系,40240452,0,模式识别,2,陶霖密,60,40,0,"5-4(前八周),2-1(前八周)",16.074021978329323
计算机系,40240492,0,数据挖掘,2,李涓子,80,14,0,4-1(全周),15.940321468200198
计算机系,40240513,1,计算机网络原理,3,崔勇,40,5,0,3-2(全周),16.487209129631786
计算机系,40240513,2,计算机网络原理,3,LI ZON…,90,0,0,3-2(全周),90.55376728441036
计算机系,40240532,0,机器学习概论,2,张敏,120,17,0,1-4(全周),12.916607382861951
计算机系,40240702,0,以服务为中心的软件开发设计与实现,2,唐杰,60,37,0,1-1(全周),11.271591951167638
计算机系,40240882,0,计算机网络专题训练,2,杨芫,70,15,0,"4-1(1-2周),(3-16周)",13.416230231388584
计算机系,40240892,0,现代密码学,2,于红波,90,23,0,3-3(全周),17.257640372882143
计算机系,40240902,90,人工智能技术,2,马少平,30,0,0,3-2(全周),84.66275962364672
计算机系,40240963,0,量子计算研讨课,3,季铮锋,70,34,0,"2-4(全周),2-3(全周)",17.704500737834834
