开课院系,课程号,课序号,课程名,学分,主讲教师,本科生课容量,本科生课余量,研究生课容量,研究生课余量,上课时间,课程特色,年级,通识选秀课组
艺教中心,780621,90,管弦乐合奏(2),1,刘欣欣,60,60,0,0,7-6(全周),文化素质核心课; 文化素质课; 通识选修课;,,
艺教中心,780631,90,管乐合奏(2),1,张柏赫,60,60,0,0,5-6(全周),文化素质核心课; 文化素质课; 通识选修课;,,艺术课组
艺教中心,781061,91,国际标准舞表演(4),1,高斌,40,40,0,0,"6-3(全周),6-4(全周)",文化素质核心课; 文化素质课; 通识选修课;,,
艺教中心,781061,92,国际标准舞表演(4),1,高斌,40,40,0,0,6-6(全周),文化素质核心课; 文化素质课; 通识选修课;,,
艺教中心,781071,90,独唱重唱艺术表演(4),1,丁毅,50,50,10,10,5-6(全周),文化素质课,,
艺教中心,781081,90,独舞与多人舞艺术表演(4),1,邢高熙,30,30,10,10,"7-4(全周),7-3(全周)",文化素质课,,
艺教中心,781151,90,音乐会管乐合奏(2),1,张柏赫,50,50,0,0,6-6(全周),文化素质核心课; 文化素质课; 通识选修课;,,
艺教中心,781181,90,西方弦乐合奏训练(1),1,刘欣欣,60,60,0,0,"7-4(全周),7-3(全周)",文化素质课,,
艺教中心,781271,90,合唱艺术(2),1,丁毅,70,70,10,10,"7-4(全周),7-3(全周)",文化素质课,,
艺教中心,781431,90,舞蹈基础(2),1,邢高熙,30,30,10,10,"6-6(全周),6-5(全周)",文化素质课,,
艺教中心,781491,90,京剧基本功训练(2),1,林叶青,50,50,0,0,5-6(全周),文化素质核心课; 文化素质课; 通识选修课;,,
艺教中心,781591,90,话剧创作与导演、表演实践(2),1,肖薇,60,60,5,5,7-2(全周),文化素质核心课; 文化素质课; 通识选修课;,,
艺教中心,781651,90,美术实践与创作(2),1,马文甲,50,50,0,0,6-6(全周),通识选修课,,
艺教中心,781761,90,管乐合奏初步,1,张柏赫,50,50,0,0,"7-4(全周),7-3(全周)",文化素质课,,
艺教中心,781882,90,多元文化中的音乐现象,2,罗薇,120,0,0,0,1-6(全周),文化素质核心课; 文化素质课; 通识选修课; 通识荣誉课;,,艺术课组
艺教中心,781892,90,20世纪中国歌曲发展史,2,吕建强,130,45,0,0,1-3(全周),文化素质核心课; 文化素质课; 通识选修课;,,
艺教中心,781912,90,戏曲与中国传统文化,2,林叶青,50,0,0,0,2-4(全周),文化素质核心课; 文化素质课; 通识选修课;,,艺术课组
艺教中心,781981,90,音乐会合唱（4）,1,丁毅,60,60,10,10,7-6(全周),文化素质核心课; 文化素质课; 通识选修课;,,
艺教中心,781991,91,浪漫主义与二十世纪钢琴作品演奏（4）,1,吴纯,36,36,0,0,"4-4(全周),4-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,
艺教中心,781991,92,浪漫主义与二十世纪钢琴作品演奏（4）,1,吴纯,24,24,0,0,4-6(全周),文化素质核心课; 文化素质课; 通识选修课;,,
艺教中心,782041,90,中国当代舞蹈经典(2),1,张伟,20,20,5,5,"7-2(全周),7-1(全周)",文化素质核心课; 文化素质课; 实践课; 通识选修课;,,
艺教中心,782152,90,西方音乐史,2,康啸,200,0,0,0,2-6(全周),文化素质核心课; 文化素质课; 通识选修课;,,艺术课组
艺教中心,782221,90,现代舞基础,1,黄晓夏,37,0,3,1,3-4(全周),文化素质课; 实践课; 通识选修课;,,艺术课组
艺教中心,782231,91,中国民族舞基础,1,栾洋,30,0,2,0,5-3(全周),文化素质课; 实践课; 通识选修课;,,艺术课组
艺教中心,782231,92,中国民族舞基础,1,栾洋,30,0,2,1,5-4(全周),文化素质课; 实践课; 通识选修课;,,艺术课组
艺教中心,782261,91,琵琶演奏基础,1,马宇卉,13,0,2,0,2-3(全周),文化素质课; 通识选修课;,,艺术课组
艺教中心,782261,92,琵琶演奏基础,1,马宇卉,13,0,2,0,3-3(全周),文化素质课; 通识选修课;,,艺术课组
艺教中心,782321,91,声乐基础训练,1,付林波,21,0,1,0,4-5(全周),文化素质课; 通识选修课;,,艺术课组
艺教中心,782321,92,声乐基础训练,1,付林波,21,0,1,0,4-6(全周),文化素质课; 通识选修课;,,艺术课组
艺教中心,782331,90,京剧艺术赏析,1,周梦梅,195,0,5,5,5-4(双周),文化素质课; 通识选修课;,,艺术课组
艺教中心,782431,90,曲艺表演基础训练（2）,1,赵洪,20,20,0,0,7-6(全周),文化素质课; 实践课; 通识选修课;,,
艺教中心,782481,90,中国少数民族舞中级班,1,黄晓夏,20,5,5,1,3-5(全周),文化素质课; 实践课;,,
艺教中心,782511,91,声乐基础提高,1,付林波,17,0,1,0,3-5(全周),文化素质课; 实践课; 通识选修课;,,艺术课组
艺教中心,782511,92,声乐基础提高,1,付林波,17,0,1,0,3-6(全周),文化素质课; 实践课; 通识选修课;,,艺术课组
艺教中心,782591,91,现代舞中级班,1,黄晓夏,20,0,5,1,4-5(全周),实践课,,
艺教中心,782691,90,小提琴演奏基础,1,王梦词,15,0,3,0,1-4(全周),文化素质课; 实践课; 通识选修课;,,艺术课组
艺教中心,782712,90,西方弦乐艺术探究,2,刘欣欣,80,17,0,0,5-5(全周),文化素质课; 通识选修课;,,艺术课组
艺教中心,782732,90,基本乐理与视唱练耳,2,谢鹏,20,4,5,4,1-3(全周),,,
艺教中心,782741,90,舞蹈文化与审美,1,张伟,120,9,5,5,4-6(前八周),文化素质课; 通识选修课;,,艺术课组
艺教中心,782761,90,京剧表演史论与生行艺术实践,1,周梦梅,23,3,2,2,3-3(全周),文化素质课; 实践课; 通识选修课;,,艺术课组
艺教中心,782771,90,京剧表演史论与旦行艺术实践,1,胡馨元,23,2,2,2,3-4(全周),文化素质课; 实践课; 通识选修课;,,艺术课组
艺教中心,782791,90,小提琴演奏基础(2),1,王梦词,13,0,3,0,1-5(全周),文化素质课; 实践课; 通识选修课;,,艺术课组
艺教中心,782801,90,西方音乐与观念,1,吕建强,130,81,0,0,2-3(全周),文化素质课; 通识选修课;,,
艺教中心,782861,90,古琴演奏及古琴作品赏析,1,陈璨,13,0,2,0,3-3(全周),文化素质课; 实践课; 通识选修课;,,艺术课组
艺教中心,782871,90,硬笔书法赏析与实践,1,邓俊辉,20,0,0,0,3-6(单周),文化素质课; 通识选修课;,,
艺教中心,782902,90,戏剧剧本进阶写作,2,曾夏琰,14,7,2,0,5-5(全周),,,
艺教中心,782912,90,戏剧剧本基础写作,2,付桂生,20,0,0,0,2-3(全周),,,
艺教中心,782942,90,歌曲编配理论与制作,2,程远,13,0,2,0,"2-3(7-16周),2-3(1-6周)",文化素质课; 实践课; 通识选修课;,,艺术课组
艺教中心,782962,90,电影音乐创作,2,程远,13,0,2,0,"2-5(7-16周),2-5(1-6周)",文化素质课; 实验课; 实践课; 通识选修课;,,艺术课组
艺教中心,782992,90,类型电影创意设计与剧本写作,2,曾夏琰,14,0,2,0,5-6(全周),文化素质课; 通识选修课;,,艺术课组
艺教中心,783001,90,古琴演奏提高班,1,陈璨,13,1,2,0,3-4(全周),实践课,,
艺教中心,783032,90,表导演基础,2,肖薇,24,0,0,0,2-6(全周),文化素质课; 实践课; 通识选修课;,,
艺教中心,783052,90,中外名剧赏析,2,林叶青,50,0,0,0,2-6(全周),文化素质课; 通识选修课;,,艺术课组
艺教中心,783061,90,芭蕾美育与芭蕾基训,1,邹之瑞,30,5,0,0,3-3(全周),实践课; 通识选修课;,,
艺教中心,783132,90,原创剧本基础写作（2）,2,曾夏琰,18,18,2,2,"6-3(全周),6-4(全周)",通识选修课,,
艺教中心,783192,90,电影编剧艺术,2,曾夏琰,110,0,10,5,5-4(全周),通识选修课,,
艺教中心,783202,90,交响音乐赏析,2,吕建强,130,0,0,0,2-4(全周),通识选修课,,
艺教中心,783212,90,音乐剧作品研读,2,罗薇,25,0,10,4,2-3(全周),外文教材，中文为主进行授课(双语课); 通识选修课;,,
艺教中心,783252,90,西方经典歌剧赏析,2,丁毅,120,5,0,0,5-4(全周),通识选修课,,
艺教中心,783262,90,非遗中国舞蹈——历史与传承,2,邢高熙,50,20,10,10,3-4(全周),通识选修课,,
艺教中心,783271,90,舞蹈创意实践与表达,1,黄晓夏,22,10,10,1,4-6(全周),实践课,,
美术学院,801572,0,服饰色彩,2,李莉婷,30,3,0,0,"2-4(前八周),2-3(前八周)",,,
美术学院,801582,0,材料再造,2,王悦,30,2,0,0,"2-4(后八周),2-3(后八周)",,,
美术学院,801652,0,编排设计,2,贺婧,35,0,0,0,"2-4(后八周),2-3(后八周)",,,
美术学院,802122,0,标志设计,2,何洁,25,0,0,0,"3-4(前八周),3-3(前八周)",,,
美术学院,802252,0,摄影美学,2,温海成,60,0,0,0,"2-4(后八周),2-3(后八周)",,,
美术学院,803362,0,建筑装饰,2,李飒,35,16,0,0,"1-4(前八周),1-3(前八周)",,,
美术学院,803492,0,陈设设计,2,李飒,35,0,0,0,"1-4(后八周),1-3(后八周)",实践课,,
美术学院,803521,90,绿色设计,1,周浩明,40,1,0,0,"1-4(1-4周),1-3(1-4周)",,,
美术学院,803662,0,展示设计,2,汪建松,40,16,0,0,"3-4(后八周),3-3(后八周)",实验课,,
美术学院,803973,90,陶艺基础—拉坯成型,3,董素学,15,0,0,0,"3-4(1-12周),3-3(1-12周)",文化素质课; 实践课; 通识选修课;,,艺术课组
美术学院,803984,0,陶瓷艺术,4,刘润福,15,0,0,0,"2-4(全周),2-3(全周)",,,
美术学院,804202,90,服饰搭配与制作,2,吴波,20,0,0,0,"2-4(5-12周),2-3(5-12周)",文化素质核心课; 文化素质课; 实践课; 通识选修课;,,艺术课组
美术学院,804302,0,漆塑艺术创作,2,杨佩璋,20,0,0,0,"3-4(前八周),3-3(前八周)",实验课,,
美术学院,804322,0,商业展示设计,2,周艳阳,35,0,0,0,"3-4(后八周),3-3(后八周)",,,
美术学院,804352,90,金属艺术,2,王晓昕,15,0,0,0,"1-4(1-4周),1-3(1-4周),…",文化素质核心课; 文化素质课; 通识选修课;,,艺术课组
美术学院,804402,0,设计心理学导论,2,蒋红斌,40,0,0,0,"2-4(前八周),2-3(前八周)",,,
美术学院,804822,0,经典工笔花鸟画临摹,2,丁荭,20,0,0,0,"3-4(前八周),3-3(前八周)",,,
美术学院,804853,0,西方油画临摹与欣赏,3,于婉莹,20,0,0,0,"2-4(3-8周),2-3(3-8周),…",实践课,,
美术学院,804892,0,实验雕塑(4),2,宿志鹏,25,0,0,0,"2-4(后八周),2-3(后八周)",实践课,,
美术学院,804902,0,实验雕塑(3),2,魏二强,25,0,0,0,"2-4(前八周),2-3(前八周)",实践课,,
美术学院,804943,0,笔墨基础（山水技法）,3,刘利平,20,9,0,0,"3-4(9-12周),3-3(9-12…",实践课,,
美术学院,805132,90,陶艺创作,2,吴昊宇,10,0,0,0,"3-3(11-14周),1-4(11-14…",文化素质课; 实践课; 通识选修课;,,艺术课组
美术学院,805262,0,纤维艺术,2,岳嵩,20,0,0,0,"3-4(后八周),3-3(后八周)",实验课,,
美术学院,805412,90,中国画艺术赏析与实践,2,王巍,20,0,0,0,"5-3(13-16周),2-4(13-1…",实践课; 通识选修课;,,艺术课组
美术学院,805552,0,油画（人物）,2,韩博,30,12,0,0,"1-4(后八周),1-3(后八周)",实践课,,
美术学院,805562,0,陶瓷赏析与创作练习,2,董素学,15,0,0,0,"2-4(前八周),2-3(前八周)",实践课,,
美术学院,805572,0,速写,2,周爱民,30,4,0,0,"3-4(前八周),3-3(前八周)",实践课,,
美术学院,805582,0,插画设计,2,张柏萌,30,24,0,0,"3-4(后八周),3-3(后八周)",实践课,,
美术学院,805592,0,图形创意编程,2,师丹青,35,6,0,0,"3-4(后八周),3-3(后八周)",实验课; 实践课;,,
美术学院,805602,0,中外设计论著导读,2,周志,30,16,0,0,"2-4(前八周),2-3(前八周)",,,
美术学院,805612,0,公共设施设计,2,刘强,35,24,0,0,"5-4(前八周),5-3(前八周)",实践课,,
美术学院,805622,0,西方基督教美术,2,张敢,30,5,0,0,"2-4(后八周),2-3(后八周)",,,
美术学院,805632,0,装饰艺术,2,李秉孺,20,13,0,0,"3-4(后八周),3-3(后八周)",实践课,,
美术学院,805642,0,木雕创作,2,陈辉,15,0,0,0,"2-4(前八周),2-3(前八周)",实践课,,
美术学院,805652,0,编辑设计,2,贺婧,30,3,0,0,"2-4(前八周),2-3(前八周)",实践课,,
美术学院,805662,0,金属雕塑创作,2,董书兵,15,0,0,0,"2-4(后八周),2-3(后八周)",实践课,,
美术学院,805672,90,人工智能与艺术设计,2,米海鹏,30,0,0,0,"2-4(前八周),2-3(前八周)",,,
美术学院,805682,0,生活陶瓷器皿创作,2,吴昊宇,15,0,0,0,"2-4(后八周),2-3(后八周)",实践课,,
安全学院,930012,90,探索未来城市：智慧、韧性与可持续,2,黄弘,30,3,0,0,1-6(全周),实践课; 通识选修课;,,科学课组
安全学院,930022,90,走近安全-漫谈国家安全,2,申世飞,100,0,0,0,2-6(全周),文化素质课; 实践课; 通识选修课;,,社科课组
安全学院,930072,90,安全科学的输运基础,2,翁文国,50,47,0,0,4-6(全周),,,
卫健学院,960012,90,地球、环境与人类社会和人类健康,2,底骞,30,8,0,0,2-6(全周),文化素质核心课; 文化素质课; 通识选修课;,,科学课组
核研院,1010012,90,化学简史,2,陆跃翔,30,2,0,0,1-6(全周),文化素质课; 通识选修课;,,科学课组
教研院,1030052,90,社会科学研究方法论导论,2,阎琨,30,0,0,0,5-3(全周),文化素质课; 通识选修课;,,社科课组
教研院,1030202,0,教育政策与领导,2,王传毅,35,18,0,0,3-6(1-12周),,,
教研院,1030242,90,学校领导实务,2,靳天宇,17,8,8,8,"3-4(前八周),3-3(前八周)",实践课,,
教研院,1030251,90,家庭教育导论,1,魏军,27,2,3,0,3-6(1-6周),,,
教研院,1030262,90,中国传统教育经典选读,2,李立国,35,31,0,0,2-6(全周),,,
网络研究院,1120023,90,计算机网络管理,3,王会,30,18,0,0,5-2(全周),,,
训练中心,1510022,90,工业系统概论,2,汤彬,20,6,0,0,1-6(1-13周),文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510152,90,现代加工技术与实践,2,徐伟国,10,3,6,4,6-1(全周),实践课,,
训练中心,1510162,100,制造工程体验,2,罗勇,16,3,2,0,"2-2(全周),2-1(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,101,制造工程体验,2,罗勇,16,0,2,1,"2-4(全周),2-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,102,制造工程体验,2,董宝光,22,0,0,0,"2-4(全周),2-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,103,制造工程体验,2,董宝光,22,0,0,0,"3-4(全周),3-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,104,制造工程体验,2,董宝光,22,3,0,0,"5-4(全周),5-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,105,制造工程体验,2,张琦,16,0,0,0,"5-2(全周),5-1(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,106,制造工程体验,2,张琦,16,0,0,0,"5-4(全周),5-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,107,制造工程体验,2,李璠,18,2,0,0,"1-4(全周),1-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,108,制造工程体验,2,李璠,18,2,0,0,"5-4(全周),5-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,109,制造工程体验,2,王健美,18,0,0,0,"5-2(全周),5-1(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,110,制造工程体验,2,王健美,18,0,0,0,"5-4(全周),5-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,111,制造工程体验,2,徐静阳,18,3,2,2,"2-4(全周),2-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,112,制造工程体验,2,徐静阳,18,11,2,2,"3-4(全周),3-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,91,制造工程体验,2,汤彬,18,0,0,0,"1-4(全周),1-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,92,制造工程体验,2,李双寿,18,0,2,0,"2-4(全周),2-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,93,制造工程体验,2,彭世广,18,0,0,0,"2-4(全周),2-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,94,制造工程体验,2,彭世广,18,4,0,0,"3-4(全周),3-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,95,制造工程体验,2,杨建新,18,2,2,0,"5-2(全周),5-1(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,96,制造工程体验,2,郭巍,18,0,2,0,"5-4(全周),5-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,97,制造工程体验,2,杨忠昌,18,0,0,0,"3-4(全周),3-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,98,制造工程体验,2,梁雄,18,0,0,0,"5-2(全周),5-1(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
训练中心,1510162,99,制造工程体验,2,杨忠昌,18,0,0,0,"5-4(全周),5-3(全周)",文化素质核心课; 文化素质课; 通识选修课;,,科学课组
